Iteration,BestCost,BestHardViolations,BestGapPenalty,BestUndesirablePenalty,AvgCost,WorstCost
0,260685,26,67,3,336155,450655
1,220815,22,80,3,312652,370655
2,220815,22,80,3,323147,390620
3,220815,22,80,3,322616,400610
4,220815,22,80,3,303615,370510
5,220815,22,80,3,309692,380630
6,220815,22,80,3,313672,360750
7,220815,22,80,3,317145,400780
8,220815,22,80,3,326151,390580
9,220815,22,80,3,319186,400820
10,220815,22,80,3,320174,480680
11,220815,22,80,3,323691,420675
12,220815,22,80,3,320202,380795
13,220815,22,80,3,311657,370715
14,220815,22,80,3,313722,390460
15,220815,22,80,3,310177,360650
16,220815,22,80,3,325695,400790
17,220815,22,80,3,315689,390475
18,220815,22,80,3,305180,410920
19,220815,22,80,3,312666,370700
20,220815,22,80,3,328152,390430
21,220815,22,80,3,309140,370605
22,220815,22,80,3,320169,380545
23,220815,22,80,3,312233,350645
24,220815,22,80,3,322132,390465
25,220815,22,80,3,315146,400610
26,220815,22,80,3,320683,420670
27,220815,22,80,3,322660,360670
28,220680,22,68,0,314146,410520
29,220680,22,68,0,314658,410660
30,220680,22,68,0,315646,370600
31,220680,22,68,0,315188,370560
32,220680,22,68,0,320694,410625
33,220680,22,68,0,325659,410765
34,220680,22,68,0,329698,390830
35,220680,22,68,0,322169,390960
36,220680,22,68,0,314170,360630
37,220680,22,68,0,332122,420570
38,220680,22,68,0,310186,400870
39,220680,22,68,0,316680,390855
40,220680,22,68,0,324128,400745
41,220680,22,68,0,312212,400590
42,220680,22,68,0,323682,370805
43,220680,22,68,0,317656,370695
44,220680,22,68,0,317200,360775
45,220680,22,68,0,301219,370655
46,220680,22,68,0,306685,360640
47,220680,22,68,0,325628,390625
48,220680,22,68,0,312175,400390
49,220680,22,68,0,322622,390350
50,220680,22,68,0,320158,430400
51,220680,22,68,0,320657,400610
52,220680,22,68,0,313639,400380
53,220680,22,68,0,315155,400560
54,220680,22,68,0,318179,420480
55,220680,22,68,0,316661,370430
56,220680,22,68,0,308703,400685
57,220680,22,68,0,316690,390660
58,220680,22,68,0,328712,400805
59,220680,22,68,0,327658,410635
60,220680,22,68,0,307155,390365
61,220680,22,68,0,323676,460725
62,220680,22,68,0,303675,350790
63,220680,22,68,0,319127,400655
64,220680,22,68,0,320122,400510
65,220680,22,68,0,308158,390605
66,220680,22,68,0,310613,410515
67,220680,22,68,0,312683,380785
68,220680,22,68,0,323119,410495
69,220680,22,68,0,331179,400610
70,220680,22,68,0,324668,400625
71,220680,22,68,0,314149,390705
72,220680,22,68,0,322143,370745
73,220680,22,68,0,309166,410465
74,220680,22,68,0,307707,380740
75,220680,22,68,0,316145,410460
76,220680,22,68,0,312700,430530
77,220680,22,68,0,306659,390845
78,220680,22,68,0,324617,390520
79,220680,22,68,0,307698,360660
80,220680,22,68,0,308155,350725
81,220680,22,68,0,320626,370590
82,220680,22,68,0,316160,380810
83,220680,22,68,0,309132,370570
84,220680,22,68,0,314184,390650
85,220680,22,68,0,316122,430485
86,220680,22,68,0,314164,410650
87,220680,22,68,0,322156,410540
88,220680,22,68,0,322187,390520
89,220680,22,68,0,327126,390540
90,220680,22,68,0,319183,410640
91,220680,22,68,0,321178,400525
92,220680,22,68,0,311187,390660
93,220680,22,68,0,333131,410635
94,220680,22,68,0,307123,360780
95,220680,22,68,0,325147,370635
96,220680,22,68,0,312686,370825
97,220680,22,68,0,316669,390660
98,220680,22,68,0,311672,420825
99,220680,22,68,0,308685,350730
