Iteration,BestCost,BestHardViolations,BestGapPenalty,BestUndesirablePenalty,AvgCost,WorstCost
0,451360,45,132,8,534824,621355
1,441230,44,121,4,523396,601350
2,431710,43,170,2,518918,631385
3,431710,43,170,2,523384,621205
4,361300,36,129,2,492450,581290
5,361300,36,129,2,525886,651090
6,361300,36,129,2,505877,661160
7,361300,36,129,2,504995,611160
8,361300,36,129,2,502859,581525
9,361300,36,129,2,516370,631205
10,361300,36,129,2,507910,621450
11,361300,36,129,2,541860,651415
12,361300,36,129,2,522454,661260
13,361300,36,129,2,537890,631320
14,361300,36,129,2,523340,591425
15,361300,36,129,2,532328,721565
16,361300,36,129,2,544388,641555
17,361300,36,129,2,505875,611180
18,361300,36,129,2,505922,591705
19,361300,36,129,2,521828,621370
20,361300,36,129,2,523894,611295
21,361300,36,129,2,528915,670945
22,361300,36,129,2,510925,591520
23,361300,36,129,2,520410,611205
24,361300,36,129,2,535900,641395
25,361300,36,129,2,519877,621515
26,361300,36,129,2,527468,611600
27,361300,36,129,2,535917,701345
28,361300,36,129,2,516480,631500
29,361300,36,129,2,525402,621450
30,361300,36,129,2,518931,591215
31,361300,36,129,2,515905,591345
32,361300,36,129,2,514384,621235
33,361300,36,129,2,540870,641175
34,361300,36,129,2,520948,621565
35,361300,36,129,2,524398,631560
36,361300,36,129,2,521947,591395
37,361300,36,129,2,524446,591050
38,361300,36,129,2,523931,601375
39,361300,36,129,2,502922,581760
40,361300,36,129,2,505468,591590
41,361300,36,129,2,520430,651115
42,361300,36,129,2,512441,641340
43,361300,36,129,2,535900,671275
44,361300,36,129,2,512866,571400
45,361300,36,129,2,528467,591495
46,361300,36,129,2,519382,631605
47,361300,36,129,2,522808,651300
48,361300,36,129,2,525885,681460
49,361300,36,129,2,519814,641350
50,361300,36,129,2,513868,581230
51,361300,36,129,2,505865,581400
52,361300,36,129,2,521403,631065
53,361300,36,129,2,529886,591655
54,361300,36,129,2,527320,671295
55,361300,36,129,2,518315,611335
56,361300,36,129,2,530343,611245
57,361300,36,129,2,502448,631320
58,361300,36,129,2,531955,611610
59,361300,36,129,2,539358,631425
60,361300,36,129,2,533438,641180
61,361300,36,129,2,529409,621540
62,361300,36,129,2,528907,651115
63,361300,36,129,2,513358,601570
64,361300,36,129,2,512882,611205
65,361300,36,129,2,511412,671125
66,361300,36,129,2,514444,611295
67,361300,36,129,2,512865,661645
68,361300,36,129,2,540414,710975
69,361300,36,129,2,523879,651240
70,361300,36,129,2,522392,661310
71,361300,36,129,2,524433,621470
72,361300,36,129,2,498440,601645
73,361300,36,129,2,519879,581555
74,361300,36,129,2,522390,611185
75,361300,36,129,2,507373,631230
76,361300,36,129,2,516407,611285
77,361300,36,129,2,501939,661240
78,361300,36,129,2,543331,631375
79,361300,36,129,2,520406,631240
80,361300,36,129,2,509824,661145
81,361300,36,129,2,514960,631320
82,361300,36,129,2,524386,611480
83,361300,36,129,2,524380,621190
84,361300,36,129,2,519391,581420
85,361300,36,129,2,506916,621325
86,361300,36,129,2,506395,571465
87,361300,36,129,2,531977,591670
88,361300,36,129,2,523389,601465
89,361300,36,129,2,525414,641285
90,361300,36,129,2,526857,621520
91,361300,36,129,2,500816,551095
92,361300,36,129,2,540430,661315
93,361300,36,129,2,521422,631310
94,361300,36,129,2,522440,591490
95,361300,36,129,2,533405,601375
96,361300,36,129,2,512415,621220
97,361300,36,129,2,510388,631230
98,361300,36,129,2,520889,581110
99,361300,36,129,2,529921,631510
